Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Seats,Price,Age,Brand,Model
Skoda Fabia 1.2 MPI Ambition Plus,Mumbai,2012,27014,2,0,0,25.35,1198.0,5.0,2.19,12,skoda,fabia 1.2 mpi ambition plus
Volkswagen Vento Diesel Comfortline,Chennai,2012,90906,1,0,0,32.0424,1598.0,5.0,4.25,12,volkswagen,vento diesel comfortline
Mahindra Ssangyong Rexton RX7,Hyderabad,2013,61202,1,1,0,17.4408,2696.0,7.0,14.5,11,mahindra,ssangyong rexton rx7
Nissan Terrano XL D Option,Mumbai,2014,51000,1,0,0,30.997200000000003,1461.0,5.0,5.65,10,nissan,terrano xl d option
Toyota Fortuner 2.8 2WD AT,Ahmedabad,2016,88008,1,1,1,20.124,2755.0,7.0,22.5,8,toyota,fortuner 2.8 2wd at
Maruti Swift 1.3 VXi,Mumbai,2007,55000,2,0,1,25.116000000000003,1248.0,5.0,1.75,17,maruti,swift 1.3 vxi
Toyota Corolla H4,Jaipur,2004,160000,2,1,1,17.628,1794.0,5.0,1.5,20,toyota,corolla h4
Hyundai i10 Sportz,Kochi,2012,42591,2,0,0,31.7616,1197.0,5.0,3.2,12,hyundai,i10 sportz
Hyundai i20 1.4 CRDi Sportz,Bangalore,2012,67000,1,0,0,35.88,1396.0,5.0,4.5,12,hyundai,i20 1.4 crdi sportz
Honda Amaze S i-Dtech,Pune,2014,48000,1,0,1,40.248000000000005,1498.0,5.0,4.5,10,honda,amaze s i-dtech
Hyundai Verna 1.6 SX CRDI (O) AT,Jaipur,2014,97000,1,1,0,34.8192,1582.0,5.0,8.0,10,hyundai,verna 1.6 sx crdi (o) at
Mercedes-Benz GLA Class 200 d Sport,Mumbai,2018,10000,1,1,0,27.924,2143.0,5.0,28.9,6,mercedes-benz,gla class 200 d sport
Volkswagen Polo 1.5 TDI Trendline,Coimbatore,2015,56900,1,0,0,31.4184,1498.0,5.0,4.1,9,volkswagen,polo 1.5 tdi trendline
Hyundai Santro AT,Hyderabad,2006,74483,2,1,0,26.52,999.0,5.0,2.3,18,hyundai,santro at
Maruti Baleno Zeta Automatic,Kochi,2017,36152,2,1,0,33.384,1197.0,5.0,7.22,7,maruti,baleno zeta automatic
Maruti Swift VDI,Hyderabad,2014,85512,1,0,0,35.724,1248.0,5.0,5.8,10,maruti,swift vdi
Mahindra Xylo D2 BSIV,Chennai,2013,234000,1,0,1,21.84,2489.0,8.0,3.5,11,mahindra,xylo d2 bsiv
Ford Ecosport 1.5 DV5 MT Trend,Bangalore,2013,36000,1,0,1,35.412,1498.0,5.0,6.35,11,ford,ecosport 1.5 dv5 mt trend
Mahindra XUV500 W8 2WD,Delhi,2015,36096,1,0,0,23.556,2179.0,7.0,8.85,9,mahindra,xuv500 w8 2wd
Chevrolet Beat LS,Hyderabad,2010,111111,2,0,1,29.016,1199.0,5.0,2.0,14,chevrolet,beat ls
Hyundai Verna 1.6 VTVT,Bangalore,2012,73000,2,0,0,26.5356,1591.0,5.0,5.5,12,hyundai,verna 1.6 vtvt
Hyundai Grand i10 Asta,Kolkata,2014,44300,2,0,1,29.484,1197.0,5.0,2.3,10,hyundai,grand i10 asta
Renault Duster 110PS Diesel RxZ,Bangalore,2014,74500,1,0,0,29.655600000000003,1461.0,5.0,7.95,10,renault,duster 110ps diesel rxz
Hyundai Xcent 1.2 Kappa S Option,Coimbatore,2016,21495,2,0,0,29.796000000000003,1197.0,5.0,6.16,8,hyundai,xcent 1.2 kappa s option
Hyundai i10 Sportz,Delhi,2012,59000,2,0,0,31.7616,1197.0,5.0,2.85,12,hyundai,i10 sportz
Mercedes-Benz GLA Class 200 Sport Edition,Delhi,2016,23000,2,1,0,21.372,1991.0,5.0,25.0,8,mercedes-benz,gla class 200 sport edition
Mercedes-Benz New C-Class 220 CDI MT,Coimbatore,2008,50135,1,0,0,24.648000000000003,2148.0,5.0,10.36,16,mercedes-benz,new c-class 220 cdi mt
Mercedes-Benz CLA 200 Sport Edition,Delhi,2016,25000,2,1,0,23.4624,1991.0,5.0,26.0,8,mercedes-benz,cla 200 sport edition
Hyundai Verna 1.6 SX CRDi (O),Kolkata,2013,47000,1,0,0,34.8192,1582.0,5.0,4.35,11,hyundai,verna 1.6 sx crdi (o)
Mahindra Xylo D2 Maxx,Chennai,2016,150000,1,0,0,23.322,2489.0,9.0,4.5,8,mahindra,xylo d2 maxx
Maruti Swift Dzire LDI,Delhi,2015,53503,1,0,0,41.4804,1248.0,5.0,5.0,9,maruti,swift dzire ldi
Hyundai i10 Sportz,Ahmedabad,2014,47003,2,0,0,31.7616,1197.0,5.0,3.67,10,hyundai,i10 sportz
Tata Safari Storme Explorer Edition,Delhi,2014,80000,1,0,0,21.84,2179.0,7.0,6.0,10,tata,safari storme explorer edition
Hyundai Grand i10 Asta,Coimbatore,2018,20492,2,0,0,29.484,1197.0,5.0,6.34,6,hyundai,grand i10 asta
Mini Cooper Convertible S,Chennai,2012,17000,2,1,1,26.2392,1998.0,4.0,22.0,12,mini,cooper convertible s
Toyota Corolla H5,Delhi,2006,79000,2,0,1,20.904,1794.0,5.0,1.67,18,toyota,corolla h5
Toyota Corolla Altis G MT,Kolkata,2014,27000,2,0,0,22.2768,1798.0,5.0,7.95,10,toyota,corolla altis g mt
Maruti Grand Vitara 2.4 MT,Kochi,2018,28786,2,0,0,16.224,2393.0,5.0,9.74,6,maruti,grand vitara 2.4 mt
Mahindra XUV500 W8 1.99 mHawk,Chennai,2011,143354,1,0,1,24.96,1997.0,7.0,6.0,13,mahindra,xuv500 w8 1.99 mhawk
Maruti Estilo LXI,Chennai,2008,56000,2,0,1,30.42,1061.0,5.0,1.5,16,maruti,estilo lxi
Mini Cooper 3 DOOR S,Mumbai,2013,21000,2,1,0,27.2064,1998.0,4.0,21.5,11,mini,cooper 3 door s
Maruti Wagon R CNG LXI,Pune,2014,29202,0,0,0,33.54,998.0,5.0,3.9,10,maruti,wagon r cng lxi
Maruti Ritz VDi,Jaipur,2009,73000,1,0,1,32.916000000000004,1248.0,5.0,2.35,15,maruti,ritz vdi
Volkswagen Polo Diesel Comfortline 1.2L,Delhi,2012,74000,1,0,1,34.4292,1199.0,5.0,2.65,12,volkswagen,polo diesel comfortline 1.2l
Hyundai i10 Magna,Kochi,2011,65423,2,0,0,31.7616,1197.0,5.0,3.16,13,hyundai,i10 magna
Maruti A-Star Vxi,Jaipur,2009,65000,2,0,1,29.64,998.0,5.0,2.05,15,maruti,a-star vxi
Maruti Wagon R LXI CNG,Hyderabad,2013,83875,0,0,1,26.6,998.0,5.0,2.95,11,maruti,wagon r lxi cng
Maruti Wagon R Stingray LXI,Hyderabad,2014,55277,2,0,0,31.995600000000003,998.0,5.0,3.9,10,maruti,wagon r stingray lxi
Honda Mobilio S i DTEC,Coimbatore,2017,50808,1,0,1,37.752,1498.0,7.0,6.68,7,honda,mobilio s i dtec
Hyundai EON Era Plus,Jaipur,2017,52000,2,0,1,32.916000000000004,814.0,5.0,3.5,7,hyundai,eon era plus
Skoda Rapid 1.6 MPI AT Ambition,Mumbai,2017,32000,2,1,0,23.1504,1598.0,5.0,8.11,7,skoda,rapid 1.6 mpi at ambition
Maruti Ciaz VDi Plus SHVS,Delhi,2017,25000,1,0,0,43.8204,1248.0,5.0,8.3,7,maruti,ciaz vdi plus shvs
Mercedes-Benz M-Class ML 250 CDI,Coimbatore,2016,23218,1,1,0,23.8056,2143.0,5.0,45.61,8,mercedes-benz,m-class ml 250 cdi
Skoda Laura Elegance 2.0 TDI CR AT,Pune,2010,84000,1,1,0,31.200000000000003,1968.0,5.0,4.45,14,skoda,laura elegance 2.0 tdi cr at
Maruti Vitara Brezza VDi Option,Delhi,2017,40000,1,0,0,37.908,1248.0,5.0,7.85,7,maruti,vitara brezza vdi option
Hyundai Santro Xing GLS LPG,Hyderabad,2011,17000,3,0,0,13.45,1086.0,5.0,3.1,13,hyundai,santro xing gls lpg
Hyundai Grand i10 CRDi Sportz,Kolkata,2014,25135,1,0,0,37.44,1120.0,5.0,3.75,10,hyundai,grand i10 crdi sportz
Maruti Ertiga VDI,Delhi,2017,65000,1,0,0,39.7332,1248.0,7.0,7.65,7,maruti,ertiga vdi
Hyundai i20 1.2 Sportz,Ahmedabad,2013,40000,2,0,0,26.52,1197.0,5.0,4.9,11,hyundai,i20 1.2 sportz
Mahindra XUV500 AT W10 FWD,Coimbatore,2018,24500,1,1,0,24.96,2179.0,7.0,16.52,6,mahindra,xuv500 at w10 fwd
Skoda Superb Elegance 1.8 TSI AT,Kochi,2016,56674,2,1,0,21.372,1798.0,5.0,14.05,8,skoda,superb elegance 1.8 tsi at
Maruti Ciaz VXi Plus,Kochi,2016,51950,2,0,0,32.3388,1373.0,5.0,6.75,8,maruti,ciaz vxi plus
Hyundai Creta 1.6 CRDi SX,Kolkata,2016,51000,1,0,0,30.685200000000005,1582.0,5.0,9.2,8,hyundai,creta 1.6 crdi sx
Toyota Etios GD,Chennai,2012,150000,1,0,2,36.8004,1364.0,5.0,3.0,12,toyota,etios gd
Honda City 1.5 S MT,Chennai,2008,114750,2,0,1,26.52,1497.0,5.0,2.75,16,honda,city 1.5 s mt
Ford Endeavour 2.2 Trend MT 4X4,Hyderabad,2016,107890,1,0,0,21.06,2198.0,7.0,20.5,8,ford,endeavour 2.2 trend mt 4x4
Hyundai i20 2015-2017 1.4 Magna ABS,Pune,2012,64000,1,0,0,34.164,1396.0,5.0,4.25,12,hyundai,i20 2015-2017 1.4 magna abs
Ford EcoSport 1.5 Petrol Trend,Kolkata,2016,21460,2,0,0,26.52,1497.0,5.0,6.0,8,ford,ecosport 1.5 petrol trend
Hyundai i20 1.2 Sportz,Coimbatore,2015,29634,2,0,1,26.52,1197.0,5.0,6.0,9,hyundai,i20 1.2 sportz
Maruti Swift VXI BSIII,Ahmedabad,2008,52000,2,0,0,25.116000000000003,1298.0,5.0,2.41,16,maruti,swift vxi bsiii
Honda Jazz V CVT,Hyderabad,2015,33000,2,1,0,29.64,1199.0,5.0,7.25,9,honda,jazz v cvt
Volvo XC90 2007-2015 D5 AWD,Kochi,2014,89230,1,0,0,17.316,2400.0,7.0,23.65,10,volvo,xc90 2007-2015 d5 awd
Maruti Baleno Alpha 1.2,Delhi,2016,27000,2,0,0,33.384,1197.0,5.0,6.5,8,maruti,baleno alpha 1.2
Mercedes-Benz GLA Class 200 CDI SPORT,Kochi,2017,72524,1,1,1,27.924,2143.0,5.0,18.06,7,mercedes-benz,gla class 200 cdi sport
Renault KWID RXT,Hyderabad,2016,73000,2,0,0,39.26520000000001,799.0,5.0,3.2,8,renault,kwid rxt
Ford Figo 2015-2019 1.2P Titanium Opt MT,Coimbatore,2017,21740,2,0,0,28.329600000000003,1196.0,5.0,6.42,7,ford,figo 2015-2019 1.2p titanium opt mt
Toyota Fortuner 4x2 Manual,Jaipur,2015,59000,1,0,0,20.28,2982.0,7.0,23.0,9,toyota,fortuner 4x2 manual
Honda City 1.5 S MT,Chennai,2013,83432,2,0,0,26.52,1497.0,5.0,5.9,11,honda,city 1.5 s mt
Mahindra Scorpio S2 7 Seater,Pune,2014,87200,1,0,0,24.024,2523.0,7.0,7.75,10,mahindra,scorpio s2 7 seater
BMW 3 Series 320d,Hyderabad,2012,88000,1,1,0,20.592,1995.0,5.0,15.0,12,bmw,3 series 320d
Maruti Vitara Brezza ZDi Plus,Jaipur,2017,48324,1,0,0,37.908,1248.0,5.0,9.0,7,maruti,vitara brezza zdi plus
Mercedes-Benz New C-Class C 200 CGI Elegance,Delhi,2011,51000,2,1,0,18.314400000000003,1796.0,5.0,11.5,13,mercedes-benz,new c-class c 200 cgi elegance
Hyundai Verna 1.6 VTVT,Kolkata,2012,24000,2,0,1,26.5356,1591.0,5.0,6.2,12,hyundai,verna 1.6 vtvt
Hyundai Grand i10 1.2 CRDi Sportz,Kochi,2017,20773,1,0,0,37.44,1186.0,5.0,5.92,7,hyundai,grand i10 1.2 crdi sportz
Volkswagen Polo 1.5 TDI Highline,Kolkata,2016,22000,1,0,0,31.4184,1498.0,5.0,6.29,8,volkswagen,polo 1.5 tdi highline
Honda Amaze S i-Vtech,Kochi,2014,66355,2,0,0,28.08,1198.0,5.0,4.12,10,honda,amaze s i-vtech
Honda CR-V 2.4 AT,Pune,2007,115800,2,1,2,15.756,2354.0,5.0,3.8,17,honda,cr-v 2.4 at
Hyundai Santro Xing GL Plus,Ahmedabad,2014,41125,2,0,0,27.955200000000005,1086.0,5.0,2.7,10,hyundai,santro xing gl plus
Mercedes-Benz B Class B200 CDI,Coimbatore,2017,43812,1,1,0,23.4,2143.0,5.0,20.28,7,mercedes-benz,b class b200 cdi
Honda Amaze S i-Vtech,Delhi,2014,69876,2,0,0,28.08,1198.0,5.0,3.9,10,honda,amaze s i-vtech
Toyota Fortuner 4x2 AT,Pune,2014,102000,1,1,1,19.578000000000003,2982.0,7.0,16.5,10,toyota,fortuner 4x2 at
Hyundai Verna 1.6 VTVT,Pune,2011,68000,2,0,0,26.5356,1591.0,5.0,3.7,13,hyundai,verna 1.6 vtvt
Jaguar XJ 3.0L Portfolio,Delhi,2016,12000,1,1,0,16.38,2993.0,4.0,79.0,8,jaguar,xj 3.0l portfolio
BMW 3 Series 320d,Mumbai,2013,25000,1,1,0,35.3964,1995.0,5.0,17.99,11,bmw,3 series 320d
Hyundai i20 Magna 1.4 CRDi (Diesel),Jaipur,2013,51873,1,0,0,34.164,1396.0,5.0,3.9,11,hyundai,i20 magna 1.4 crdi (diesel)
Ford Figo Diesel EXI Option,Chennai,2012,72500,1,0,0,28.86,1399.0,5.0,3.12,12,ford,figo diesel exi option
Maruti Wagon R LXI BSIII,Pune,2007,83000,2,0,0,21.84,1061.0,5.0,1.65,17,maruti,wagon r lxi bsiii
Hyundai Xcent 1.2 Kappa S Option,Kolkata,2015,39871,2,0,0,29.796000000000003,1197.0,5.0,3.5,9,hyundai,xcent 1.2 kappa s option
Mahindra Xylo H4,Chennai,2015,82000,1,0,1,21.8712,2179.0,7.0,4.85,9,mahindra,xylo h4
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2018,23152,1,1,0,30.0612,2143.0,5.0,39.22,6,mercedes-benz,new c-class c 220d avantgarde edition c
Hyundai i10 Magna,Kolkata,2007,71600,2,0,1,31.7616,1197.0,5.0,2.0,17,hyundai,i10 magna
Toyota Fortuner 3.0 Diesel,Mumbai,2010,122000,1,0,1,17.94,2982.0,7.0,10.45,14,toyota,fortuner 3.0 diesel
Toyota Camry Hybrid,Chennai,2016,29277,2,1,0,29.8896,2494.0,5.0,27.0,8,toyota,camry hybrid
Ford Figo Diesel ZXI,Kolkata,2011,60000,1,0,0,31.200000000000003,1399.0,5.0,2.25,13,ford,figo diesel zxi
Hyundai Xcent 1.2 Kappa S Option,Kolkata,2014,42000,2,0,0,29.796000000000003,1197.0,5.0,3.45,10,hyundai,xcent 1.2 kappa s option
Hyundai i20 Sportz 1.2,Kochi,2016,61823,2,0,0,29.016,1197.0,5.0,6.14,8,hyundai,i20 sportz 1.2
Hyundai i10 Magna LPG,Jaipur,2012,53000,3,0,1,19.2,1086.0,5.0,2.85,12,hyundai,i10 magna lpg
Tata Indigo CS Emax CNG GLX,Chennai,2015,75000,0,0,0,24.6,1193.0,5.0,3.25,9,tata,indigo cs emax cng glx
Maruti Dzire VDI,Hyderabad,2011,110000,1,0,0,44.304,1248.0,5.0,4.0,13,maruti,dzire vdi
Honda City 1.5 S MT,Kolkata,2010,38446,2,0,0,26.52,1497.0,5.0,2.59,14,honda,city 1.5 s mt
Maruti Baleno Delta 1.3,Delhi,2017,33000,1,0,0,42.7284,1248.0,5.0,6.96,7,maruti,baleno delta 1.3
Toyota Etios Liva G,Kolkata,2011,42118,2,0,0,28.548,1197.0,5.0,2.19,13,toyota,etios liva g
Hyundai EON Era Plus,Jaipur,2016,70000,2,0,0,32.916000000000004,814.0,5.0,3.0,8,hyundai,eon era plus
Volkswagen Polo 1.5 TDI Highline,Delhi,2012,68038,1,0,0,31.4184,1498.0,5.0,3.6,12,volkswagen,polo 1.5 tdi highline
Chevrolet Beat Diesel LS,Coimbatore,2014,55012,1,0,1,39.686400000000006,936.0,5.0,3.7,10,chevrolet,beat diesel ls
BMW 5 Series 520d Luxury Line,Ahmedabad,2013,55000,1,1,0,35.0688,1995.0,5.0,21.75,11,bmw,5 series 520d luxury line
Mercedes-Benz GLC 220d 4MATIC Sport,Mumbai,2017,25000,1,1,0,27.924,2143.0,5.0,45.0,7,mercedes-benz,glc 220d 4matic sport
Maruti Alto K10 VXI,Coimbatore,2011,46808,2,0,1,37.5492,998.0,5.0,3.19,13,maruti,alto k10 vxi
Hyundai Xcent 1.2 VTVT S,Coimbatore,2015,65743,2,0,0,31.4184,1197.0,5.0,6.2,9,hyundai,xcent 1.2 vtvt s
Hyundai i10 Magna 1.1,Coimbatore,2013,64466,2,0,0,30.9036,1086.0,5.0,3.96,11,hyundai,i10 magna 1.1
Tata Indica DLS,Kolkata,2009,75648,1,0,0,21.06,1405.0,5.0,0.82,15,tata,indica dls
Maruti Swift Dzire Tour LDI,Jaipur,2016,80000,1,0,0,36.504,1248.0,5.0,4.5,8,maruti,swift dzire tour ldi
Hyundai Xcent 1.2 CRDi E Plus,Mumbai,2017,69000,1,0,0,39.624,1186.0,5.0,3.55,7,hyundai,xcent 1.2 crdi e plus
Nissan Sunny Diesel XV,Chennai,2014,79200,1,0,0,35.427600000000005,1461.0,5.0,5.5,10,nissan,sunny diesel xv
Hyundai Creta 1.6 SX Option,Mumbai,2016,29477,2,0,0,24.648000000000003,1591.0,5.0,10.25,8,hyundai,creta 1.6 sx option
Toyota Fortuner 2.8 2WD AT,Delhi,2017,40000,1,1,0,20.124,2755.0,7.0,30.0,7,toyota,fortuner 2.8 2wd at
Maruti Ritz VXi,Pune,2014,25000,2,0,1,28.86,1197.0,5.0,3.5,10,maruti,ritz vxi
Renault Pulse RxL,Delhi,2014,67668,1,0,0,36.0048,1461.0,5.0,3.1,10,renault,pulse rxl
Skoda Fabia 1.2 MPI Ambiente Petrol,Hyderabad,2010,78000,2,0,0,27.3,1198.0,5.0,3.25,14,skoda,fabia 1.2 mpi ambiente petrol
Ford EcoSport 1.5 Diesel Titanium,Mumbai,2017,30000,1,0,0,35.88,1498.0,5.0,8.99,7,ford,ecosport 1.5 diesel titanium
Volkswagen Vento Petrol Comfortline,Kolkata,2015,70623,2,0,0,23.4624,1598.0,5.0,3.99,9,volkswagen,vento petrol comfortline
Nissan Terrano XV 110 PS,Mumbai,2015,54000,1,0,1,29.655600000000003,1461.0,5.0,6.0,9,nissan,terrano xv 110 ps
Audi Q3 2012-2015 35 TDI Quattro Premium,Mumbai,2015,48000,1,1,0,24.5388,1968.0,5.0,18.25,9,audi,q3 2012-2015 35 tdi quattro premium
Toyota Innova 2.5 GX (Diesel) 7 Seater,Delhi,2012,62000,1,0,0,20.2644,2494.0,7.0,7.75,12,toyota,innova 2.5 gx (diesel) 7 seater
Tata Zest Revotron 1.2T XE,Delhi,2017,47000,2,0,1,27.4092,1193.0,5.0,4.5,7,tata,zest revotron 1.2t xe
Toyota Fortuner 3.0 Diesel,Bangalore,2014,171000,1,0,0,17.94,2982.0,7.0,16.75,10,toyota,fortuner 3.0 diesel
BMW X3 xDrive20d,Pune,2012,108000,1,1,0,25.1004,1995.0,5.0,17.5,12,bmw,x3 xdrive20d
Maruti SX4 S Cross DDiS 320 Zeta,Chennai,2016,41000,1,0,0,35.412,1598.0,5.0,7.7,8,maruti,sx4 s cross ddis 320 zeta
Honda City 1.5 S MT,Pune,2012,66000,2,0,1,26.52,1497.0,5.0,4.45,12,honda,city 1.5 s mt
Maruti Swift Dzire LDI,Jaipur,2015,144000,1,0,0,41.4804,1248.0,5.0,5.25,9,maruti,swift dzire ldi
BMW 3 Series 320d M Sport,Kochi,2017,23806,1,1,0,35.3964,1995.0,5.0,33.66,7,bmw,3 series 320d m sport
Nissan Micra XV CVT,Chennai,2013,89000,2,1,1,30.1704,1198.0,5.0,2.8,11,nissan,micra xv cvt
Maruti Baleno Zeta Automatic,Coimbatore,2018,38852,2,1,0,33.384,1197.0,5.0,8.47,6,maruti,baleno zeta automatic
Maruti Ciaz ZDi Plus,Coimbatore,2018,68737,1,0,0,40.887600000000006,1248.0,5.0,9.32,6,maruti,ciaz zdi plus
Mercedes-Benz CLA 200 CDI Style,Coimbatore,2017,23106,1,1,0,27.924,2143.0,5.0,27.43,7,mercedes-benz,cla 200 cdi style
Honda Mobilio RS i DTEC,Delhi,2015,31250,1,0,0,38.22,1498.0,7.0,6.5,9,honda,mobilio rs i dtec
Toyota Innova 2.5 GX (Diesel) 8 Seater,Delhi,2014,77795,1,0,0,20.2644,2494.0,8.0,9.5,10,toyota,innova 2.5 gx (diesel) 8 seater
Jaguar XF 3.0 Litre S Premium Luxury,Kochi,2015,47759,1,1,0,22.9944,2993.0,5.0,31.8,9,jaguar,xf 3.0 litre s premium luxury
Toyota Etios Petrol TRD Sportivo,Chennai,2013,67620,2,0,1,27.456000000000003,1496.0,5.0,4.2,11,toyota,etios petrol trd sportivo
Chevrolet Beat Diesel LS,Kochi,2013,44378,1,0,0,39.686400000000006,936.0,5.0,3.85,11,chevrolet,beat diesel ls
Honda Accord 2.4 M/T,Delhi,2012,64709,2,0,1,19.968000000000004,2354.0,5.0,6.0,12,honda,accord 2.4 m/t
Maruti Alto LXi,Hyderabad,2007,76161,2,0,0,30.732,796.0,5.0,1.65,17,maruti,alto lxi
Skoda Octavia Ambition 2.0 TDI AT,Bangalore,2013,58410,1,1,0,30.108,1968.0,5.0,14.5,11,skoda,octavia ambition 2.0 tdi at
Toyota Innova 2.5 V Diesel 7-seater,Delhi,2011,72000,1,0,0,19.968000000000004,2494.0,7.0,7.1,13,toyota,innova 2.5 v diesel 7-seater
Audi A4 35 TDI Premium Sport,Chennai,2016,11000,1,1,0,26.6916,1968.0,5.0,28.0,8,audi,a4 35 tdi premium sport
Maruti Vitara Brezza ZDi Plus Dual Tone,Kochi,2017,45362,1,0,0,37.908,1248.0,5.0,9.38,7,maruti,vitara brezza zdi plus dual tone
Hyundai Grand i10 Sportz,Kochi,2016,59767,2,0,0,29.484,1197.0,5.0,4.78,8,hyundai,grand i10 sportz
Toyota Corolla DX,Chennai,2003,70000,2,0,1,20.904,1794.0,5.0,1.7,21,toyota,corolla dx
Tata Hexa XTA,Coimbatore,2019,14233,1,1,0,27.456000000000003,2179.0,7.0,17.85,5,tata,hexa xta
Hyundai i20 2015-2017 1.2 Asta,Pune,2010,72000,2,0,1,26.52,1197.0,5.0,2.75,14,hyundai,i20 2015-2017 1.2 asta
Hyundai Verna 1.6 SX VTVT,Mumbai,2014,11000,2,0,0,26.5356,1591.0,5.0,5.95,10,hyundai,verna 1.6 sx vtvt
Maruti Omni 8 Seater BSIV,Mumbai,2011,39000,2,0,0,21.84,796.0,5.0,1.5,13,maruti,omni 8 seater bsiv
Maruti Alto 800 2016-2019 VXI,Kochi,2019,19855,2,0,0,38.532,796.0,5.0,3.8,5,maruti,alto 800 2016-2019 vxi
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Bangalore,2017,20149,1,1,0,30.0612,2143.0,5.0,38.5,7,mercedes-benz,new c-class c 220d avantgarde edition c
Hyundai i10 Era 1.1,Jaipur,2011,70000,2,0,0,30.9036,1086.0,5.0,2.15,13,hyundai,i10 era 1.1
Skoda Superb Style 1.8 TSI AT,Mumbai,2010,62004,2,1,1,22.8852,1798.0,5.0,3.75,14,skoda,superb style 1.8 tsi at
Volkswagen Vento 1.5 TDI Highline AT,Mumbai,2016,25500,1,1,0,33.54,1498.0,5.0,8.95,8,volkswagen,vento 1.5 tdi highline at
Maruti Swift VDI BSIV,Hyderabad,2013,68800,1,0,0,27.768,1248.0,5.0,5.0,11,maruti,swift vdi bsiv
Honda Civic 2010-2013 1.8 V MT,Pune,2010,61700,2,0,0,23.088,1799.0,5.0,2.95,14,honda,civic 2010-2013 1.8 v mt
BMW 3 Series 320i Sedan,Coimbatore,2010,59660,2,1,0,18.798,1995.0,5.0,10.49,14,bmw,3 series 320i sedan
Hyundai Santro Xing GLS,Hyderabad,2007,69775,2,0,1,27.955200000000005,1086.0,5.0,1.85,17,hyundai,santro xing gls
Maruti Swift VDI BSIV,Hyderabad,2016,51787,1,0,0,27.768,1248.0,5.0,6.45,8,maruti,swift vdi bsiv
Honda Accord 2001-2003 2.3 VTi L AT,Jaipur,2009,88000,2,1,0,17.316,2354.0,5.0,5.25,15,honda,accord 2001-2003 2.3 vti l at
Maruti Ertiga VDI,Kolkata,2014,47052,1,0,0,32.4012,1248.0,7.0,5.99,10,maruti,ertiga vdi
Ford Fiesta Classic 1.4 Duratorq LXI,Kochi,2015,69749,1,0,0,29.016,1388.0,5.0,3.82,9,ford,fiesta classic 1.4 duratorq lxi
Audi Q7 3.0 TDI Quattro Premium Plus,Hyderabad,2012,79000,1,1,0,18.8292,2967.0,7.0,39.0,12,audi,q7 3.0 tdi quattro premium plus
Audi A4 35 TDI Premium,Coimbatore,2016,39644,1,1,0,26.6916,1968.0,5.0,25.75,8,audi,a4 35 tdi premium
Tata Indica Vista Quadrajet VX,Hyderabad,2012,137800,1,0,0,34.788000000000004,1248.0,5.0,2.2,12,tata,indica vista quadrajet vx
Hyundai Verna CRDi ABS,Chennai,2008,120000,1,0,1,28.236000000000004,1493.0,5.0,2.0,16,hyundai,verna crdi abs
Mercedes-Benz E-Class E 220 d,Mumbai,2018,11000,1,1,0,25.116000000000003,1950.0,5.0,56.5,6,mercedes-benz,e-class e 220 d
BMW 3 Series 320d Luxury Line,Mumbai,2014,18600,1,1,1,35.3964,1995.0,5.0,21.0,10,bmw,3 series 320d luxury line
Hyundai Grand i10 CRDi Asta,Ahmedabad,2014,116905,1,0,0,37.44,1120.0,5.0,4.0,10,hyundai,grand i10 crdi asta
Hyundai i10 Sportz AT,Coimbatore,2011,32824,2,1,0,26.442,1197.0,5.0,3.83,13,hyundai,i10 sportz at
Maruti Swift VXi BSIV,Kochi,2016,19148,2,0,0,25.116000000000003,1197.0,5.0,5.89,8,maruti,swift vxi bsiv
Hyundai Santro Xing GLS,Kolkata,2010,35008,2,0,0,27.955200000000005,1086.0,5.0,1.36,14,hyundai,santro xing gls
BMW 6 Series Gran Coupe,Delhi,2013,21000,1,1,1,27.3624,2993.0,4.0,44.0,11,bmw,6 series gran coupe
Maruti SX4 Green Vxi (CNG),Mumbai,2014,53000,0,0,0,22.1,1586.0,5.0,3.26,10,maruti,sx4 green vxi (cng)
Hyundai Verna 1.4 VTVT,Bangalore,2016,36000,2,0,0,27.1908,1396.0,5.0,8.0,8,hyundai,verna 1.4 vtvt
Maruti Swift Dzire ZDI,Ahmedabad,2012,56121,1,0,0,36.504,1248.0,5.0,4.25,12,maruti,swift dzire zdi
Maruti Swift VDI,Pune,2018,30000,1,0,0,44.304,1248.0,5.0,6.0,6,maruti,swift vdi
Skoda Octavia 2.0 TDI AT Style Plus,Kochi,2016,31021,1,1,0,30.42,1968.0,5.0,16.61,8,skoda,octavia 2.0 tdi at style plus
Renault Duster 110PS Diesel RxL,Coimbatore,2013,52600,1,0,0,30.576000000000004,1461.0,5.0,7.26,11,renault,duster 110ps diesel rxl
Mahindra Scorpio 2.6 CRDe,Bangalore,2005,60000,1,0,0,16.38,2179.0,8.0,4.0,19,mahindra,scorpio 2.6 crde
BMW 5 Series 2013-2017 520d Luxury Line,Ahmedabad,2016,44001,1,1,0,28.267200000000003,1995.0,5.0,34.51,8,bmw,5 series 2013-2017 520d luxury line
